iter	Passed	Remaining
293	417	1002
294	418	999
295	419	996
296	420	995
297	421	993
298	422	990
299	423	988
300	424	985
301	425	982
302	425	979
303	426	977
304	427	974
305	428	971
306	429	969
307	430	966
308	430	963
309	431	960
310	432	958
311	433	955
312	434	952
313	435	950
314	436	949
315	437	946
316	438	944
317	439	943
318	440	940
319	441	937
320	442	935
321	442	932
322	443	930
323	445	928
324	445	925
325	446	923
326	447	920
327	448	918
328	449	916
329	450	913
330	451	911
331	452	910
332	453	908
333	454	905
334	454	903
335	455	900
336	456	898
337	458	897
338	458	894
339	459	892
340	460	890
341	461	887
342	462	884
343	463	883
344	464	881
345	464	878
346	465	876
347	466	874
348	467	872
349	468	870
350	469	868
351	470	867
352	471	864
353	472	862
354	473	859
355	474	857
356	474	855
357	475	852
358	476	850
359	477	848
360	478	846
361	478	843
362	479	841
363	480	839
364	482	838
365	482	836
366	483	834
367	484	832
368	485	830
369	486	827
370	487	826
371	488	824
372	488	821
373	489	819
374	490	817
375	491	815
376	491	812
377	492	810
378	493	809
379	495	808
380	496	806
381	497	804
382	498	802
383	498	800
384	499	798
385	500	796
386	501	794
387	502	792
388	503	790
389	503	788
390	504	786
391	505	784
392	506	782
393	507	780
394	508	778
395	509	776
396	510	775
397	511	774
398	512	772
399	513	770
400	514	768
401	515	767
402	516	765
403	517	763
404	518	761
405	519	760
406	520	758
407	521	756
408	522	754
409	523	752
410	523	750
411	524	749
412	526	747
413	527	747
414	528	745
415	529	743
416	530	741
417	531	739
418	532	738
419	533	736
420	534	734
421	534	732
422	535	730
423	536	728
424	536	726
425	538	725
426	538	723
427	539	721
428	540	719
429	542	718
430	543	716
431	544	715
432	545	713
433	546	712
434	546	710
435	547	708
436	548	706
437	549	704
438	550	703
439	551	701
440	551	699
441	552	697
442	553	695
443	554	693
444	555	692
445	556	691
446	557	690
447	558	688
448	559	686
449	560	684
450	561	683
451	562	681
452	564	681
453	564	679
454	565	677
455	566	675
456	567	673
457	568	672
458	569	670
459	570	669
460	571	667
461	572	666
462	573	664
463	574	663
464	574	661
465	576	660
466	576	658
467	577	656
468	578	655
469	579	653
470	580	651
471	581	650
472	582	648
473	582	646
474	583	644
475	584	643
476	585	641
477	586	640
478	587	639
479	588	637
480	589	636
481	590	634
482	591	633
483	592	631
484	594	630
485	595	629
486	596	627
487	597	626
488	598	625
489	599	624
490	601	623
491	602	622
492	603	620
493	604	618
494	605	617
495	605	615
496	606	614
497	607	612
498	608	610
499	609	609
500	610	607
501	610	606
502	611	604
503	612	602
504	613	601
505	614	600
506	615	598
507	617	597
508	617	596
509	619	595
510	620	593
511	621	591
512	621	590
513	622	588
514	623	587
515	624	585
516	639	597
517	640	596
518	641	594
519	642	592
520	643	591
521	643	589
522	645	588
523	646	587
524	647	585
525	648	584
526	649	582
527	649	580
528	650	579
529	651	577
530	652	576
531	653	574
532	653	572
533	654	571
534	655	569
535	656	568
536	657	566
537	657	564
538	658	563
539	659	561
540	660	560
541	661	558
542	662	557
543	662	555
544	663	554
545	664	552
546	665	551
547	666	549
548	667	548
549	668	546
550	669	545
551	669	543
552	670	542
553	671	540
554	672	539
555	673	537
556	673	535
557	674	534
558	675	533
559	676	531
560	678	530
561	678	529
562	679	527
563	680	526
564	681	524
565	682	523
566	682	521
567	683	520
568	684	518
569	685	516
570	685	515
571	686	513
572	687	512
573	688	510
574	688	509
575	689	507
576	690	506
577	691	504
578	693	503
579	695	503
580	695	501
581	696	500
582	697	499
583	698	497
584	699	496
585	699	494
586	701	493
587	702	492
588	703	490
589	703	489
590	705	487
591	706	486
592	708	486
593	709	484
594	710	483
595	710	481
596	711	480
597	712	478
598	713	477
599	714	476
600	714	474
601	715	473
602	716	471
603	717	470
604	717	468
605	719	467
606	720	466
607	721	465
608	722	464
609	724	463
610	725	461
611	726	460
612	727	458
613	727	457
614	728	456
615	729	454
616	731	453
617	732	452
618	734	451
619	736	451
620	738	450
621	739	449
622	740	448
623	741	446
624	742	445
625	743	444
626	744	443
627	745	441
628	746	440
629	747	438
630	748	437
631	749	436
632	750	435
633	752	434
634	753	433
635	754	431
636	755	430
637	756	429
638	757	427
639	758	426
640	759	425
641	759	423
642	760	422
643	761	420
644	762	419
645	763	418
646	764	417
647	765	415
648	767	415
649	768	413
650	769	412
651	770	411
652	771	409
653	771	408
654	772	406
655	773	405
656	774	404
657	775	402
658	776	401
659	776	400
660	777	398
661	778	397
662	779	396
663	781	395
664	782	394
665	783	392
666	784	391
667	785	390
668	786	389
669	787	387
670	787	386
671	788	384
672	789	383
673	790	382
674	790	380
675	791	379
676	792	378
677	794	377
678	795	376
679	796	375
680	797	373
681	798	372
682	799	371
683	800	369
684	801	368
685	802	367
686	803	366
687	804	364
688	805	363
689	805	362
690	806	360
691	807	359
692	808	358
693	810	357
694	812	356
695	812	355
696	813	353
697	814	352
698	815	351
699	816	349
700	816	348
701	817	347
702	818	345
703	819	344
704	820	343
705	821	342
706	822	340
707	823	339
708	824	338
709	826	337
710	826	336
711	827	334
712	828	333
713	829	332
714	830	330
715	830	329
716	831	328
717	832	326
718	833	325
719	834	324
720	834	323
721	835	321
722	836	320
723	837	319
724	838	318
725	840	317
726	841	315
727	841	314
728	842	313
729	843	312
730	844	310
731	845	309
732	846	308
733	846	306
734	847	305
735	848	304
736	849	303
737	850	301
738	851	300
739	852	299
740	853	298
741	854	297
742	855	295
743	856	294
744	857	293
745	858	292
746	859	290
747	859	289
748	860	288
749	861	287
750	862	285
751	863	284
752	863	283
753	864	282
754	865	280
755	866	279
756	867	278
757	868	277
758	869	275
759	871	275
760	871	273
761	872	272
762	873	271
763	874	270
764	875	268
765	876	267
766	876	266
767	877	265
768	878	263
769	879	262
770	879	261
771	880	260
772	881	258
773	882	257
774	883	256
775	885	255
776	885	254
777	886	253
778	887	251
779	888	250
780	889	249
781	890	248
782	891	246
783	891	245
784	892	244
785	893	243
786	894	242
787	895	240
788	895	239
789	897	238
790	898	237
791	898	236
792	901	235
793	901	234
794	902	232
795	903	231
796	904	230
797	905	229
798	906	227
799	906	226
800	907	225
801	908	224
802	909	223
803	909	221
804	910	220
805	911	219
806	912	218
807	913	217
808	915	216
809	916	214
810	916	213
811	917	212
812	918	211
813	919	210
814	920	208
815	921	207
816	921	206
817	922	205
818	923	204
819	924	202
820	924	201
821	925	200
822	927	199
823	928	198
824	930	197
825	931	196
826	931	194
827	932	193
828	933	192
829	934	191
830	935	190
831	935	188
832	936	187
833	937	186
834	938	185
835	939	184
836	939	183
837	940	181
838	941	180
839	942	179
840	944	178
841	945	177
842	946	176
843	946	175
844	947	173
845	948	172
846	949	171
847	950	170
848	950	169
849	951	167
850	952	166
851	953	165
852	953	164
853	954	163
854	955	162
855	956	160
856	957	159
857	959	158
858	960	157
859	961	156
860	961	155
861	962	154
862	963	152
863	964	151
864	964	150
865	965	149
866	966	148
867	967	147
868	968	145
869	968	144
870	969	143
871	970	142
872	972	141
873	974	140
874	976	139
875	977	138
876	978	137
877	979	136
878	980	134
879	980	133
880	981	132
881	982	131
882	983	130
883	984	129
884	985	128
885	986	126
886	988	125
887	990	124
888	991	123
889	992	122
890	993	121
891	994	120
892	995	119
893	996	118
894	997	117
895	998	115
896	999	114
897	1000	113
898	1002	112
899	1003	111
900	1005	110
901	1005	109
902	1007	108
903	1008	107
904	1009	105
905	1010	104
906	1011	103
907	1012	102
908	1013	101
909	1015	100
910	1017	99
911	1018	98
912	1019	97
913	1021	96
914	1022	94
915	1023	93
916	1024	92
917	1025	91
918	1026	90
919	1026	89
920	1027	88
921	1028	86
922	1029	85
923	1030	84
924	1031	83
925	1032	82
926	1034	81
927	1034	80
928	1036	79
929	1037	78
930	1038	76
931	1039	75
932	1040	74
933	1041	73
934	1041	72
935	1042	71
936	1043	70
937	1044	69
938	1045	67
939	1048	66
940	1049	65
941	1050	64
942	1051	63
943	1052	62
944	1053	61
945	1054	60
946	1054	59
947	1055	57
948	1056	56
949	1057	55
950	1057	54
951	1058	53
952	1059	52
953	1060	51
954	1062	50
955	1063	48
956	1064	47
957	1065	46
958	1066	45
959	1066	44
960	1067	43
961	1068	42
962	1069	41
963	1070	39
964	1070	38
965	1071	37
966	1072	36
967	1073	35
968	1073	34
969	1075	33
970	1076	32
971	1078	31
972	1079	29
973	1080	28
974	1082	27
975	1083	26
976	1083	25
977	1084	24
978	1086	23
979	1087	22
980	1088	21
981	1089	19
982	1092	18
983	1094	17
984	1095	16
985	1096	15
986	1098	14
987	1099	13
988	1100	12
989	1102	11
990	1103	10
991	1106	8
992	1108	7
993	1109	6
994	1110	5
995	1111	4
996	1112	3
997	1113	2
998	1114	1
999	1115	0
